F1,Nov02,Nov09,Nov16,Nov23,Dec01,Dec07,Dec14,Dec21,Dec30,Jan06,Jan11,Jan18,Jan25,Feb01,Feb08,Feb15,Feb22,Feb29,Mar07,Mar14,Mar21,Mar28,Apr04,Apr11,Apr18,Apr25,May02,May09,May16
Pr(0.0%<=wILI < 0.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(0.5%<=wILI < 1.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(1.0%<=wILI < 1.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(1.5%<=wILI < 2.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(2.0%<=wILI < 2.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(2.5%<=wILI < 3.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(3.0%<=wILI < 3.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(3.5%<=wILI < 4.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(4.0%<=wILI < 4.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(4.5%<=wILI < 5.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(5.0%<=wILI < 5.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(5.5%<=wILI < 6.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(6.0%<=wILI < 6.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(6.5%<=wILI < 7.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(7.0%<=wILI < 7.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(7.5%<=wILI < 8.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(8.0%<=wILI < 8.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(8.5%<=wILI < 9.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(9.0%<=wILI < 9.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(9.5%<=wILI < 10.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(10.0%<=wILI < 10.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(10.5%<=wILI < 11.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(11.0%<=wILI < 11.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(11.5%<=wILI < 12.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(12.0%<=wILI < 12.5),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(12.5%<=wILI < 13.0),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Pr(13.0%<=wILI ),0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
Point Prediction,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
